,report_id,species_name,date_report,location,site,no_observation,mode_observation,threats,remarks,name_observers,coordinates_lat,coordinates_lng
523,525,Aceros waldeni (Visayan Writhed Hornbill),2021-08-05,"Madalag, Aklan",Brgy. Maria Cristina,20,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.49208,122.211792
524,526,Rusa alfredi (Visayan Spotted Deer),2021-08-18,"Ibajay, Aklan",Brgy. Capataga,12,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.802381,122.1703
525,527,Sus cebifrons (Visayan Warty Pig),2021-08-25,"Malinao, Aklan",Brgy. Aparicio,7,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.642794,122.305251
526,528,Aceros waldeni (Visayan Writhed Hornbill),2021-08-06,"Lambunao, Iloilo",Brgy. Cabatangan,22,Heard & Seen,Hunting,Seen at the tree tops,Cenro Staff,11.08639,122.354423
527,529,Rusa alfredi (Visayan Spotted Deer),2021-08-19,"Lambunao, Iloilo",Brgy. Jayubo,11,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.100547,122.402863
528,530,Sus cebifrons (Visayan Warty Pig),2021-08-26,"Lambunao, Iloilo",Brgy. Cabatangan,8,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.085712,122.354854
529,531,Aceros waldeni (Visayan Writhed Hornbill),2021-09-15,"Madalag, Aklan",Brgy. Maria Cristina,20,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.50823,122.194284
530,532,Rusa alfredi (Visayan Spotted Deer),2021-09-21,"Ibajay, Aklan",Brgy. Capataga,16,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.802549,122.175346
531,533,Sus cebifrons (Visayan Warty Pig),2021-09-28,"Malinao, Aklan",Brgy. Aparicio,9,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.642964,122.304264
532,534,Aceros waldeni (Visayan Writhed Hornbill),2021-09-21,"Ibajay, Aklan",Brgy. Capataga,19,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.802486,122.173735
533,535,Aceros waldeni (Visayan Writhed Hornbill),2021-09-16,"Lambunao, Iloilo",Brgy. Jayubo,17,Heard & Seen,Loss of Habitat,Seen at the forest edges,Cenro Staff,11.100201,122.403811
534,536,Rusa alfredi (Visayan Spotted Deer),2021-09-22,"Lambunao, Iloilo",Brgy. Cabatangan,13,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.084532,122.35494
535,537,Sus cebifrons (Visayan Warty Pig),2021-09-29,"Lambunao, Iloilo",Brgy. Jayubo,5,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.09978,122.401154
536,538,Aceros waldeni (Visayan Writhed Hornbill),2021-10-07,"Madalag, Aklan",Brgy. Maria Cristina,10,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.51159,122.208699
537,539,Rusa alfredi (Visayan Spotted Deer),2021-10-13,"Ibajay, Aklan",Brgy. Capataga,26,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.802423,122.173284
538,540,Sus cebifrons (Visayan Warty Pig),2021-10-18,"Malinao, Aklan",Brgy. Aparicio,8,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.641914,122.304144
539,541,Aceros waldeni (Visayan Writhed Hornbill),2021-10-08,"Lambunao, Iloilo",Brgy. Cabatangan,8,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.084113,122.354252
540,542,Rusa alfredi (Visayan Spotted Deer),2021-10-14,"Lambunao, Iloilo",Brgy. Jayubo,15,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.099365,122.402613
541,543,Sus cebifrons (Visayan Warty Pig),2021-10-19,"Lambunao, Iloilo",Brgy. Cabatangan,9,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.089595,122.344372
542,544,Aceros waldeni (Visayan Writhed Hornbill),2021-11-11,"Madalag, Aklan",Brgy. Maria Cristina,8,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.50722,122.202179
543,545,Rusa alfredi (Visayan Spotted Deer),2021-11-17,"Ibajay, Aklan",Brgy. Capataga,29,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.803452,122.171481
544,546,Sus cebifrons (Visayan Warty Pig),2021-11-24,"Malinao, Aklan",Brgy. Aparicio,5,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.641023,122.307101
545,547,Aceros waldeni (Visayan Writhed Hornbill),2021-11-12,"Lambunao, Iloilo",Brgy. Jayubo,9,Heard & Seen,Loss of Habitat,Seen at the tree tops,Cenro Staff,11.100542,122.400125
546,548,Rusa alfredi (Visayan Spotted Deer),2021-11-18,"Lambunao, Iloilo",Brgy. Cabatangan,20,Heard & Seen,Hunting,Seen at BMS site,IP leaders,11.089841,122.342913
547,549,Sus cebifrons (Visayan Warty Pig),2021-11-25,"Lambunao, Iloilo",Brgy. Jayubo,8,Heard & Seen,Loss of Habitat,seen at the area of cabatangan,Bantay Gubat,11.095484,122.399514
548,550,Aceros waldeni (Visayan Writhed Hornbill),2021-12-09,"Madalag, Aklan",Brgy. Maria Cristina,8,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.50823,122.194284
549,551,Rusa alfredi (Visayan Spotted Deer),2021-12-15,"Ibajay, Aklan",Brgy. Capataga,28,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.807296,122.172384
550,552,Sus cebifrons (Visayan Warty Pig),2021-12-21,"Malinao, Aklan",Brgy. Aparicio,7,Heard & Seen,Hunting,Seen in the area of Aparicio,Bantay Gubat,11.640225,122.306633
551,553,Aceros waldeni (Visayan Writhed Hornbill),2021-12-10,"Lambunao, Iloilo",Brgy. Cabatangan,9,Heard & Seen,Hunting,Seen at the forest edges,Cenro Staff,11.089333,122.341193
552,554,Rusa alfredi (Visayan Spotted Deer),2021-12-16,"Lambunao, Iloilo",Brgy. Jayubo,22,Heard & Seen,Loss of Habitat,Seen at BMS site,IP leaders,11.105941,122.402694
553,555,Sus cebifrons (Visayan Warty Pig),2021-12-22,"Lambunao, Iloilo",Brgy. Cabatangan,8,Heard & Seen,Hunting,seen at the area of cabatangan,Bantay Gubat,11.091785,122.343084
554,556,Raflesia speciosa (Panay Rafflesia),2021-01-10,"Sibalom, Antique",Brgy. Imparayan,19,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.78711,122.104687
555,557,Aceros waldeni (Visayan Writhed Hornbill),2021-01-21,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",8,Seen,Hunting,Seen at the tree tops,Bantay Gubat,10.791445,122.107006
556,558,Raflesia speciosa (Panay Rafflesia),2021-02-04,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",20,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.793291,122.110006
557,559,Aceros waldeni (Visayan Writhed Hornbill),2021-02-18,"Sibalom, Antique",Brgy. Imparayan,9,Seen,Hunting,Seen at the forest edges,Cenro Staff,10.803475,122.14232
558,560,Raflesia speciosa (Panay Rafflesia),2021-03-03,"Sibalom, Antique",Brgy. Imparayan,17,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.80393,122.142844
559,561,Aceros waldeni (Visayan Writhed Hornbill),2021-03-17,"Sibalom, Antique",Brgy. Imparayan,11,Seen,Loss of Habitat,Seen at the tree tops,Bantay Gubat,10.78738,122.104687
560,562,Raflesia speciosa (Panay Rafflesia),2021-04-07,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",15,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.793299,122.110008
561,563,Aceros waldeni (Visayan Writhed Hornbill),2021-04-21,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",12,Seen,Hunting,Seen at BMS site,Bantay Gubat,10.803505,122.143036
562,564,Raflesia speciosa (Panay Rafflesia),2021-05-05,"Sibalom, Antique",Brgy. Imparayan,18,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.787316,122.104886
563,565,Aceros waldeni (Visayan Writhed Hornbill),2021-05-19,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",13,Seen,Hunting,Seen at BMS site,IP leaders,10.802523,122.143545
564,566,Raflesia speciosa (Panay Rafflesia),2021-06-02,"Sibalom, Antique",Brgy. Imparayan,19,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.803076,122.143548
565,567,Aceros waldeni (Visayan Writhed Hornbill),2021-06-16,"Sibalom, Antique",Brgy. Imparayan,14,Seen,Hunting,Seen at the tree tops,Cenro Staff,10.794474,122.111127
566,568,Raflesia speciosa (Panay Rafflesia),2021-07-08,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",17,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.790516,122.104072
567,569,Aceros waldeni (Visayan Writhed Hornbill),2021-07-21,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",11,Seen,Hunting,Seen at the tree tops,Cenro Staff,10.791447,122.107008
568,570,Raflesia speciosa (Panay Rafflesia),2021-08-08,"Sibalom, Antique",Brgy. Imparayan,20,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803931,122.142845
569,571,Aceros waldeni (Visayan Writhed Hornbill),2021-08-21,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",16,Seen,Hunting,Seen at the tree tops,Bantay Gubat,10.803707,122.143037
570,572,Raflesia speciosa (Panay Rafflesia),2021-09-04,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",24,Seen,Loss of Habitat,Seen at BMS site,Bantay Gubat,10.793298,122.110005
571,573,Aceros waldeni (Visayan Writhed Hornbill),2021-09-18,"Sibalom, Antique",Brgy. Imparayan,17,Seen,Hunting,Seen at BMS site,Cenro Staff,10.803075,122.143544
572,574,Raflesia speciosa (Panay Rafflesia),2021-10-06,"Sibalom, Antique",Brgy. Imparayan,25,See,Loss of Habitat,Seen at BMS site,IP leaders,10.787316,122.104687
573,575,Aceros waldeni (Visayan Writhed Hornbill),2021-10-18,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",11,Seen,Hunting,Seen at the tree tops,Bantay Gubat,10.794473,122.111124
574,576,Raflesia speciosa (Panay Rafflesia),2021-11-08,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",12,Seen,Loss of Habitat,Seen at BMS site,Cenro Staff,10.803932,122.142444
575,577,Aceros waldeni (Visayan Writhed Hornbill),2021-11-29,"Sibalom, Antique",Brgy. Imparayan,8,Seen,Hunting,Seen at the forest edges,IP leaders,10.803974,122.143207
576,578,Raflesia speciosa (Panay Rafflesia),2021-12-08,"Sibalom, Antique",Brgy. Imparayan,11,Seen,Loss of Habitat,Seen at BMS site,IP leaders,10.790516,122.104078
577,579,Aceros waldeni (Visayan Writhed Hornbill),2021-12-22,"Sibalom, Antique","Sitio Igculibao, Brgy.  Cabladan",9,Seen,Hunting,Seen at the tree tops,Bantay Gubat,10.791447,122.107009
578,580,Sus cebifrons (Visayan Warty Pig),2020-11-24,"Malinao, Aklan",Brgy. Aparicio,8,Heard & Seen,Loss of Habitat,Seen in the area of Aparicio,Bantay Gubat,11.64102,122.307105
